QTI_CPU_PAUSE_COOLING_DEVICE	enabled	CONFIG_QTI_CPU_PAUSE_COOLING_DEVICE=m
QTI_CPU_VOLTAGE_COOLING_DEVICE	enabled	CONFIG_QTI_CPU_VOLTAGE_COOLING_DEVICE=m
QTI_CRYPTO_COMMON	enabled	CONFIG_QTI_CRYPTO_COMMON=m
QTI_DDR_COOLING_DEVICE	enabled	CONFIG_QTI_DDR_COOLING_DEVICE=m
QTI_DEVFREQ_CDEV	enabled	CONFIG_QTI_DEVFREQ_CDEV=m
QTI_GPLAF_SCMI_CLIENT	enabled	CONFIG_QTI_GPLAF_SCMI_CLIENT=m
QTI_HW_KEY_MANAGER	enabled	CONFIG_QTI_HW_KEY_MANAGER=m
QTI_HW_MEMLAT_LOG	enabled	CONFIG_QTI_HW_MEMLAT_LOG=m
QTI_IOMMU_SUPPORT	enabled	CONFIG_QTI_IOMMU_SUPPORT=m
QTI_PLH_SCMI_CLIENT	enabled	CONFIG_QTI_PLH_SCMI_CLIENT=m
QTI_PMIC_GLINK	enabled	CONFIG_QTI_PMIC_GLINK=m
QTI_PMIC_PON_LOG	enabled	CONFIG_QTI_PMIC_PON_LOG=m
