sp_mem	local-closure
spmi0_bus	local-closure
spmi1_bus	local-closure
spmi_bus	local-closure
spss_pas	local-closure
spss_region_mem	local-closure
spu_modem_shared_mem	local-closure
spu_tz_shared_mem	local-closure
ssc_etm0_out_funnel_ssc	local-closure
stm_out_funnel_in0	local-closure
system_cma	local-closure
system_noc	local-closure
tcsr	local-closure
tcsr_mutex	local-closure
tcsr_mutex_block	local-closure
thermal_ddr_freq_table	local-closure
thermal_zones	local-closure
tlmm	local-closure
tmc_etf_in_funnel_aoss	local-closure
tmc_etf_out_replicator_swao	local-closure
tmc_etr1_in_replicator_etr	local-closure
tmc_etr_in_replicator_etr	local-closure
tpda_aoss_0_in_tpdm_swao_prio_0	local-closure
tpda_aoss_1_in_tpdm_swao_prio_1	local-closure
tpda_aoss_2_in_tpdm_swao_prio_2	local-closure
tpda_aoss_3_in_tpdm_swao_prio_3	local-closure
tpda_aoss_4_in_tpdm_swao	local-closure
tpda_aoss_out_funnel_aoss	local-closure
tpda_apss_0_in_tpdm_llm_silver	local-closure
tpda_apss_1_in_tpdm_llm_gold	local-closure
tpda_apss_2_in_tpdm_apss_llm	local-closure
tpda_apss_3_in_tpdm_apss0	local-closure
tpda_apss_4_in_tpdm_apps1	local-closure
tpda_apss_out_funnel_apss	local-closure
tpda_dl_center_10_in_funnel_dl_west	local-closure
tpda_dl_center_12_in_funnel_dl_west	local-closure
tpda_dl_center_13_in_funnel_dl_west	local-closure
tpda_dl_center_14_in_funnel_dl_west	local-closure
tpda_dl_center_15_in_funnel_turing	local-closure
tpda_dl_center_16_in_funnel_turing	local-closure
tpda_dl_center_17_in_funnel_gfx_dl	local-closure
tpda_dl_center_19_in_tpdm_prng	local-closure
tpda_dl_center_20_in_tpdm_qm	local-closure
tpda_dl_center_21_in_tpdm_gcc	local-closure
tpda_dl_center_22_in_tpdm_vsense	local-closure
tpda_dl_center_23_in_tpdm_ipa	local-closure
tpda_dl_center_25_in_tpdm_pimem	local-closure
tpda_dl_center_26_in_tpdm_dlct	local-closure
tpda_dl_center_27_in_tpdm_ipcc	local-closure
tpda_dl_center_4_in_funnel_lpass	local-closure
tpda_dl_center_5_in_funnel_ddr_dl0	local-closure
tpda_dl_center_6_in_funnel_ddr_dl0	local-closure
tpda_dl_center_7_in_funnel_ddr_dl0	local-closure
tpda_dl_center_8_in_funnel_ddr_dl0	local-closure
tpda_dl_center_9_in_funnel_dl_west	local-closure
tpda_dl_center_out_funnel_dl_center	local-closure
tpda_dl_north_1_in_tpdm_sdcc2	local-closure
tpda_dl_north_2_in_tpdm_dl_north	local-closure
tpda_dl_north_out_funnel_dl_north	local-closure
tpda_dl_south_1_in_tpdm_sdcc4	local-closure
tpda_dl_south_2_in_tpdm_dl_south	local-closure
